Antwerp,1920,Fencing,Fencing,"DE JONG, Adrianus Egbertus Willem",NED,Men,sabre team,M,Bronze
Antwerp,1920,Fencing,Fencing,"DELAUNOY, Louis Albert Armand Etienne",NED,Men,sabre team,M,Bronze
Antwerp,1920,Fencing,Fencing,"DOORMAN, Jetze",NED,Men,sabre team,M,Bronze
Antwerp,1920,Fencing,Fencing,"VAN BLIJENBURGH, Willem Peter Hubert",NED,Men,sabre team,M,Bronze
Antwerp,1920,Fencing,Fencing,"VAN DER WIEL, Jan",NED,Men,sabre team,M,Bronze
Antwerp,1920,Fencing,Fencing,"ZELDENRUST, Salomon",NED,Men,sabre team,M,Bronze
Antwerp,1920,Fencing,Fencing,"BALDI, Baldo",ITA,Men,sabre team,M,Gold
Antwerp,1920,Fencing,Fencing,"CESERANO, Frederico Secondo",ITA,Men,sabre team,M,Gold
Antwerp,1920,Fencing,Fencing,"GARGANO, Francesco",ITA,Men,sabre team,M,Gold
Antwerp,1920,Fencing,Fencing,"NADI, Aldo",ITA,Men,sabre team,M,Gold
Antwerp,1920,Fencing,Fencing,"NADI, Nedo",ITA,Men,sabre team,M,Gold
Antwerp,1920,Fencing,Fencing,"PULITI, Oreste",ITA,Men,sabre team,M,Gold
Antwerp,1920,Fencing,Fencing,"SANTELLI, Italo",ITA,Men,sabre team,M,Gold
Antwerp,1920,Fencing,Fencing,"URBANI, Dino",ITA,Men,sabre team,M,Gold
Antwerp,1920,Fencing,Fencing,"DE SAINT GERMAIN, Henri Marie Raoul",FRA,Men,sabre team,M,Silver
Antwerp,1920,Fencing,Fencing,"LACROIX, Jean André",FRA,Men,sabre team,M,Silver
Antwerp,1920,Fencing,Fencing,"MARGRAFF, Jean",FRA,Men,sabre team,M,Silver
Antwerp,1920,Fencing,Fencing,"MONDIELLI, Jean",FRA,Men,sabre team,M,Silver
Antwerp,1920,Fencing,Fencing,"PERRODON, Marc Marie Jean",FRA,Men,sabre team,M,Silver
Antwerp,1920,Fencing,Fencing,"TROMBERT, Georges",FRA,Men,sabre team,M,Silver
Antwerp,1920,Football,Football,"BIESHAAR, Adrianus Gerardus",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"BOSSCHART, Léonard François Gérard",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"BULDER, Evert Jan",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"BULDER, Jacob Eise",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"DE NATRIS, Johannes Daniel",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"DENIS, Henri Léonard Barthélémi",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"GROOSJOHAN, Bernardus",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"KUIPERS, Frederik Carel",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"MACNEILL, Richard",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"STEEMAN, Hermanus Hendricus",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"VAN DORT, Jan Leendert",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"VAN RAPPARD, Oscar Emile",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"VERWEIJ, Bernard Willem Jan",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"VON HEYDEN, Herman Carel Felix Clothilde",NED,Men,football,M,Bronze
Antwerp,1920,Football,Football,"BALYU, Félix",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"BASTIN, Désiré",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"BRAGARD, Mathieu",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"COPPEE, Robert",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"DE BIE, Jan",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"FIERENS, André",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"HANSE, Emile",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"HEBDIN, Georges",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"LARNOE, Henri",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"MUSCH, Joseph",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"NISOT, Fernand",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"SWARTENBROEKS, Armand",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"VAN HEGE, Louis",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"VERBEECK, Oscar",BEL,Men,football,M,Gold
Antwerp,1920,Football,Football,"ACEDO, Domingo",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"ARABOLAZA, Patricio",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"ARRATE, Mariano",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"ARTOLA, Juan",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"BELAUTEGUIGOITIA LANDALUCE, Jose",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"BILBAO, Sabino",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"EQUIAZABAL, Ramon",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"GIL, Ramon Moncho",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"IZAGUIRRE, Silverio",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"MORENO, Rafael",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"OTERO, Luis",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"PAGAZAURTUNDUO, Francisco",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"SAMITIER VILALTA, José",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"SANCHO, Agustin",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"SESUMAGA, Félix",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"VALLANA JEANGUENAT, Pedro",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"VAZQUEZ, Joaquin",ESP,Men,football,M,Silver
Antwerp,1920,Football,Football,"ZAMORA MARTINEZ, Ricardo",ESP,Men,football,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"GOUNOT, Jean",FRA,Men,individual all-round,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"ZAMPORI, Giorgio",ITA,Men,individual all-round,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"TORRES, Marcos",FRA,Men,individual all-round,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"BERGER, Georges",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"BOUCHES, Emile",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"BOULANGER, René",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"BUYENNE, Alfred",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"CORDONNIER, Eugène",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DELSARTE, Léon",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DURIN, Paul Joseph",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DUVANT, Georges",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"FAUCONNIER, Fernand",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"HERMANN, Arthur",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"HERSOYE, Albert",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"HIGELIN, André",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"HOEL, Auguste",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"KEMPE, Louis",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"LAGOUGE, Georges",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"LEMAIRE, Paulin Alexandre",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"LESPINASSE, Ernest",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"MARTEL, Emile",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"PIRARD, Jules",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"POLLET, Eugène",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"THURNHERR, Georges",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"WARTELLE, Julien",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"WARTELLE, Paul",FRA,Men,team competition,M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"ANDREOLI, Arnaldo",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"BATTISTA, Pastorini Battista",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"BELOTTO, Ettore",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"BIANCHI, Pietro",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"BONATTI, Fernando",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"CAMBIASO, Luigi",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"CONTESSI, Luigi",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"COSTIGLIOLO, Carlo",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"COSTIGLIOLO, Luigi",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"DOMENICHELLI, Guiseppe",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"FERRARI, Roberto",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"FREGOSI, Carlo",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"GHIGLIONE, Romualdo",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"LEVATI, Ambrogio",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"LOI, Francesco",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"LUCCHETTI, Vittorio",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MAIOCCO, Luigi",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MANDRINI, Ferdinando",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MANGIANTE, Lorenzo",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MANLIO, Mangiante Giovanni",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MAROVELLI, Antonio",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MASTROMARINO, Michele",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"PARIS, Giuseppe",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"ROSELLI, Ezio",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"SALVI, Paolo",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"TUBINO, Giovanni Battista",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"ZAMPORI, Giorgio",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"ZORZI, Angelo",ITA,Men,team competition,M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"AUWERKERKEN, Eugenius",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"BAUER, Théophile",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"CLAESSENS, Francois",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"COOTMANS, Auguste",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"GIBENS, Frans",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"HAEPERS, Albert",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"JACOBS, Dominique",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"KEMPENEERS, Félicien",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"LABEEU, Jules",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"LAFORTUNE, Hubert",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"LANDRIEU, Auguste",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"LANNIE, Charles",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"LORIOT, Constant",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"MINNAERT, Ferdinand",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"MOERLOOS, Nicolas",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"STOOP, Louis",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"VAN GUYSSE, Jean",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"VAN MELE, Alphonse",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"VERBOVEN, François",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"VERBOVEN, Jean",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"VERDONCK, Julien",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"VERSTRAETEN, Joseph",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"VIVEX, Georges",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"WAGEMANS, Julianus",BEL,Men,team competition,M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"ALBERTSEN, Georg",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"ANDERSEN, Rudolf Svend",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"DIBBERN, Viggo Valdemar",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"EISENÖE, Fritz",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"FRANDSEN, Aage Valdemar Harald",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"HANSEN, Hans Trier",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"HELSTEEN, Hugo",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"HOLM, Harry",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"JANSSON, Harold",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"JOHNSEN, Robert Jacob",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"JUHL, Christian",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"LANGE, Vilhelm",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MADSEN, Svend Meulengracht",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MARCUSSEN, Peter Andreas Marinus",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MÖLLER, Peter",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"MÖLLER, Petersen Christian",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"NIELSEN, Lukas Frederick Christian",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"NIELSEN, Niels Congo Turin",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"OLSEN, Oluf",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"OLSEN, Steen Lerche",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"RÖNNE, Hans Stig Trappaud",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"SÖRENSEN, Rino Harry Charles",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"THOMAS, Christian",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"VERMEHREN, Knud",DEN,Men,"team, free system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"AANING, Alf Lied",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"AAS, Karl Jan",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"ANDERSEN, Jörgen Marius",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"BAYER, Gustav",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"BJÖRNSTAD, Jörgen",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"BODAHL, Asbjörn",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"BÖHM, Eilert",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"BOYESEN, Trygve Carlsen",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"DAVIDSEN, Ingolf",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"ENDRESON, Haakon",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"ERSTAD, Jacob",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"FAERSTAD, Harald Oliver",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"HELGESEN, Hermann Aldryk",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"HOL, Peter",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"JOHANNESEN, Otto",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"JOHANSEN, John Anker",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"KRISTOFFERSON, Torbjörn",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"NIELSEN, Henrik",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"OPDAHL, Jacob",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"RYDSTRÖM, Arthur Nicolai",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"SAELEN, Frithjof",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"SKJAERPE, Björn",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"STEFFENSEN, Wilhelm Marius Bakke",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"SUNDAL, Olav",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"TÖNSBERG, Reidar",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"WIGAND-LARSEN, Lauritz",NOR,Men,"team, free system",M,Silver
Antwerp,1920,Gymnastics,Artistic G.,"ARETS, Paul",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"BRONCKAERT, Léon",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"CLABOTS, Léopold",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"CLAESSENS, Jean Baptiste",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DARRIEN, Léon",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DEHOUX, Lucien",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DELEU, Ernest",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DUBOISSON, Emil",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"DUREUIL, Ernest",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"FIEMS, Joseph",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"HANSEN, Marcel",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"HENIN, Louis",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"HOFFMAN, Omer",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"LOGIEST, Félix",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"MARSCHAELCKE, Charles",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"PAENHUYSEN, René",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"PIERRET, Arnold",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"PINCHART, René",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"PIROTTE, Gaspar",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"PLUYS, Augusten",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"SON, Léopold",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"TAEYMANS, Edouard",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"THITIAR, Pierre",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"VERHAVERT, Henri",BEL,Men,"team, Swedish system",M,Bronze
Antwerp,1920,Gymnastics,Artistic G.,"ACKE, Fausto",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"ANDERSSON, Albert",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"ANDERSSON-HOLTMAN, Arvid A.",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"BÄCKANDER, Helge",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"BENGTSSON, Bengt Folke",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"BIÖRCK, C. Fabian",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"CHARPENTIER, Carl Erik",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"ERICSSON-EWREUS, Sture H.",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"GRANSTRÖM, Konrad",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"GUSTAFSSON, Helge",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"HÄGER, Ake",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"HEDMAN, Ture",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"JONSSON, Sven",SWE,Men,"team, Swedish system",M,Gold
Antwerp,1920,Gymnastics,Artistic G.,"JONSSON, Sven O.",SWE,Men,"team, Swedish system",M,Gold
