Moscow,1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,1500m freestyle,M,Gold
Moscow,1980,Aquatics,Swimming,"CHAEV, Aleksandr",URS,Men,1500m freestyle,M,Silver
Moscow,1980,Aquatics,Swimming,"KERRY, Mark",AUS,Men,200m backstroke,M,Bronze
Moscow,1980,Aquatics,Swimming,"WLADAR, Sandor",HUN,Men,200m backstroke,M,Gold
Moscow,1980,Aquatics,Swimming,"VERRASZTO, Zoltan",HUN,Men,200m backstroke,M,Silver
Moscow,1980,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,200m backstroke,W,Bronze
Moscow,1980,Aquatics,Swimming,"REINISCH, Rica",GDR,Women,200m backstroke,W,Gold
Moscow,1980,Aquatics,Swimming,"POLIT, Cornelia",GDR,Women,200m backstroke,W,Silver
Moscow,1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Men,200m breaststroke,M,Bronze
Moscow,1980,Aquatics,Swimming,"ZHULPA, Robertas",URS,Men,200m breaststroke,M,Gold
Moscow,1980,Aquatics,Swimming,"VERMES, Alban",HUN,Men,200m breaststroke,M,Silver
Moscow,1980,Aquatics,Swimming,"BOGDANOVA, Yulia",URS,Women,200m breaststroke,W,Bronze
Moscow,1980,Aquatics,Swimming,"KACHUSHITE, Lina",URS,Women,200m breaststroke,W,Gold
Moscow,1980,Aquatics,Swimming,"VARGANOVA, Svetlana",URS,Women,200m breaststroke,W,Silver
Moscow,1980,Aquatics,Swimming,"PYTTEL, Roger",GDR,Men,200m butterfly,M,Bronze
Moscow,1980,Aquatics,Swimming,"FESENKO, Sergei",URS,Men,200m butterfly,M,Gold
Moscow,1980,Aquatics,Swimming,"HUBBLE, Philip",GBR,Men,200m butterfly,M,Silver
Moscow,1980,Aquatics,Swimming,"FORD, Michelle",AUS,Women,200m butterfly,W,Bronze
Moscow,1980,Aquatics,Swimming,"GEISSLER, Ines",GDR,Women,200m butterfly,W,Gold
Moscow,1980,Aquatics,Swimming,"SCHÖNROCK, Sybille",GDR,Women,200m butterfly,W,Silver
Moscow,1980,Aquatics,Swimming,"BREWER, Graeme",AUS,Men,200m freestyle,M,Bronze
Moscow,1980,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Men,200m freestyle,M,Gold
Moscow,1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Men,200m freestyle,M,Silver
Moscow,1980,Aquatics,Swimming,"SCHMIDT, Carmela",GDR,Women,200m freestyle,W,Bronze
Moscow,1980,Aquatics,Swimming,"KRAUSE, Barbara",GDR,Women,200m freestyle,W,Gold
Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,200m freestyle,W,Silver
Moscow,1980,Aquatics,Swimming,"STUKOLKIN, Ivar",URS,Men,400m freestyle,M,Bronze
Moscow,1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,400m freestyle,M,Gold
Moscow,1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Men,400m freestyle,M,Silver
Moscow,1980,Aquatics,Swimming,"SCHMIDT, Carmela",GDR,Women,400m freestyle,W,Bronze
Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,400m freestyle,W,Gold
Moscow,1980,Aquatics,Swimming,"SCHNEIDER, Petra",GDR,Women,400m freestyle,W,Silver
Moscow,1980,Aquatics,Swimming,"VERRASZTO, Zoltan",HUN,Men,400m individual medley,M,Bronze
Moscow,1980,Aquatics,Swimming,"SIDORENKO, Aleksandr",URS,Men,400m individual medley,M,Gold
Moscow,1980,Aquatics,Swimming,"FESENKO, Sergei",URS,Men,400m individual medley,M,Silver
Moscow,1980,Aquatics,Swimming,"CZOPEK, Agnieszka",POL,Women,400m individual medley,W,Bronze
Moscow,1980,Aquatics,Swimming,"SCHNEIDER, Petra",GDR,Women,400m individual medley,W,Gold
Moscow,1980,Aquatics,Swimming,"DAVIES, Sharron Elizabeth",GBR,Women,400m individual medley,W,Silver
Moscow,1980,Aquatics,Swimming,"DE JONG, Reggie",NED,Women,4x100m freestyle relay,W,Bronze
Moscow,1980,Aquatics,Swimming,"MAAS, Annelies",NED,Women,4x100m freestyle relay,W,Bronze
Moscow,1980,Aquatics,Swimming,"VAN BENTUM, Conny",NED,Women,4x100m freestyle relay,W,Bronze
Moscow,1980,Aquatics,Swimming,"VAN VELSEN, Wilma",NED,Women,4x100m freestyle relay,W,Bronze
Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,4x100m freestyle relay,W,Gold
Moscow,1980,Aquatics,Swimming,"HÜLSENBECK, Sarina",GDR,Women,4x100m freestyle relay,W,Gold
Moscow,1980,Aquatics,Swimming,"KRAUSE, Barbara",GDR,Women,4x100m freestyle relay,W,Gold
Moscow,1980,Aquatics,Swimming,"METSCHUCK, Caren",GDR,Women,4x100m freestyle relay,W,Gold
Moscow,1980,Aquatics,Swimming,"ERIKSSON, Agneta",SWE,Women,4x100m freestyle relay,W,Silver
Moscow,1980,Aquatics,Swimming,"GUSTAFSSON, Tina",SWE,Women,4x100m freestyle relay,W,Silver
Moscow,1980,Aquatics,Swimming,"LJUNGDAHL, Carina",SWE,Women,4x100m freestyle relay,W,Silver
Moscow,1980,Aquatics,Swimming,"MÄRTENSSON, Agneta",SWE,Women,4x100m freestyle relay,W,Silver
Moscow,1980,Aquatics,Swimming,"ABRAHAM, Gary",GBR,Men,4x100m medley relay,M,Bronze
Moscow,1980,Aquatics,Swimming,"GOODHEW, Dunkan",GBR,Men,4x100m medley relay,M,Bronze
Moscow,1980,Aquatics,Swimming,"LOWE, David",GBR,Men,4x100m medley relay,M,Bronze
Moscow,1980,Aquatics,Swimming,"SMITH, Martin",GBR,Men,4x100m medley relay,M,Bronze
Moscow,1980,Aquatics,Swimming,"BROOKS, Neil",AUS,Men,4x100m medley relay,M,Gold
Moscow,1980,Aquatics,Swimming,"EVANS, Peter",AUS,Men,4x100m medley relay,M,Gold
Moscow,1980,Aquatics,Swimming,"KERRY, Mark",AUS,Men,4x100m medley relay,M,Gold
Moscow,1980,Aquatics,Swimming,"TONELLI, Mark",AUS,Men,4x100m medley relay,M,Gold
Moscow,1980,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Men,4x100m medley relay,M,Silver
Moscow,1980,Aquatics,Swimming,"KUZNETSOV, Viktor",URS,Men,4x100m medley relay,M,Silver
Moscow,1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Men,4x100m medley relay,M,Silver
Moscow,1980,Aquatics,Swimming,"SEREDIN, Evgeni",URS,Men,4x100m medley relay,M,Silver
Moscow,1980,Aquatics,Swimming,"GRISHCHENKOVA, Alla",URS,Women,4x100m medley relay,W,Bronze
Moscow,1980,Aquatics,Swimming,"KRUGLOVA, Elena",URS,Women,4x100m medley relay,W,Bronze
Moscow,1980,Aquatics,Swimming,"STRUNNIKOVA, Natalia",URS,Women,4x100m medley relay,W,Bronze
Moscow,1980,Aquatics,Swimming,"VASILKOVA, Elvira",URS,Women,4x100m medley relay,W,Bronze
Moscow,1980,Aquatics,Swimming,"GEWENIGER, Ute",GDR,Women,4x100m medley relay,W,Gold
Moscow,1980,Aquatics,Swimming,"METSCHUCK, Caren",GDR,Women,4x100m medley relay,W,Gold
Moscow,1980,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,4x100m medley relay,W,Gold
Moscow,1980,Aquatics,Swimming,"REINISCH, Rica",GDR,Women,4x100m medley relay,W,Gold
Moscow,1980,Aquatics,Swimming,"CROFT, June",GBR,Women,4x100m medley relay,W,Silver
Moscow,1980,Aquatics,Swimming,"JAMESON, Helen",GBR,Women,4x100m medley relay,W,Silver
Moscow,1980,Aquatics,Swimming,"KELLY-HOHMANN, Margaret",GBR,Women,4x100m medley relay,W,Silver
Moscow,1980,Aquatics,Swimming,"OSGERBY, Ann",GBR,Women,4x100m medley relay,W,Silver
Moscow,1980,Aquatics,Swimming,"DELGADO, Ciro Marques",BRA,Men,4x200m freestyle relay,M,Bronze
Moscow,1980,Aquatics,Swimming,"FERNANDES, Jorge Luiz",BRA,Men,4x200m freestyle relay,M,Bronze
Moscow,1980,Aquatics,Swimming,"GARRIDO MADRUGA, Djan",BRA,Men,4x200m freestyle relay,M,Bronze
Moscow,1980,Aquatics,Swimming,"MATTIOLI, Marcus Laborne",BRA,Men,4x200m freestyle relay,M,Bronze
Moscow,1980,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Men,4x200m freestyle relay,M,Gold
Moscow,1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Men,4x200m freestyle relay,M,Gold
Moscow,1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,4x200m freestyle relay,M,Gold
Moscow,1980,Aquatics,Swimming,"STUKOLKIN, Ivar",URS,Men,4x200m freestyle relay,M,Gold
Moscow,1980,Aquatics,Swimming,"GRABS, Detlev",GDR,Men,4x200m freestyle relay,M,Silver
Moscow,1980,Aquatics,Swimming,"PFÜTZE, Frank",GDR,Men,4x200m freestyle relay,M,Silver
Moscow,1980,Aquatics,Swimming,"STROHBACH, Rainer",GDR,Men,4x200m freestyle relay,M,Silver
Moscow,1980,Aquatics,Swimming,"WOITHE, Jörg",GDR,Men,4x200m freestyle relay,M,Silver
Moscow,1980,Aquatics,Swimming,"DÄHNE, Heike",GDR,Women,800m freestyle,W,Bronze
Moscow,1980,Aquatics,Swimming,"FORD, Michelle",AUS,Women,800m freestyle,W,Gold
Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,800m freestyle,W,Silver
Moscow,1980,Aquatics,Water polo,"CSAPO, Gabor",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"FARAGO, Tamas",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"GERENDAS, Gyorgy",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"HAUSZLER, Karoly",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"HORKAI, Gyorgy",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"KISS, Istvan",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"KUNCZ, Laszlo",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"MOLNAR, Endre",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"SUDAR, Attila",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"UDVARDI, Istvan",HUN,Men,water polo,M,Bronze
Moscow,1980,Aquatics,Water polo,"AKIMOV, Vladimir",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"BARKALOV, Aleksei",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"GRISHIN, Evgeni",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"IVANOV, Mikhail",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"KABANOV, Aleksandr",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"KOTENKO, Sergei",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"MSCHVENIERADZE, Georgi",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"RIISMAN, Mait",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"SHAGAEV, Erkin",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"SHARONOV, Evgeni",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"SOBCHENKO, Viacheslav",URS,Men,water polo,M,Gold
Moscow,1980,Aquatics,Water polo,"BEBIC, Milivoj",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"GOPCEVIC, Zoran",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"KRIVOKAPIC, Milorad",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"LOZICA, Bosko",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"MANOJLOVIC, Predrag",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"MUSTUR, Zoran",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"POLIC, Damir",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"ROJE, Zoran",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"RUDIC, Ratko",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"TRIFUNOVIC, Slobodan",YUG,Men,water polo,M,Silver
Moscow,1980,Aquatics,Water polo,"VEZILIC, Luka",YUG,Men,water polo,M,Silver
Moscow,1980,Archery,Archery,"FERRARI, Giancarlo",ITA,Men,individual FITA round,M,Bronze
Moscow,1980,Archery,Archery,"POIKOLAINEN, Tomi",FIN,Men,individual FITA round,M,Gold
Moscow,1980,Archery,Archery,"ISACHENKO, Boris",URS,Men,individual FITA round,M,Silver
Moscow,1980,Archery,Archery,"MERILUOTO-AALTONEN, Paivi",FIN,Women,individual FITA round,W,Bronze
Moscow,1980,Archery,Archery,"LOSABERIDZE, Keto",URS,Women,individual FITA round,W,Gold
Moscow,1980,Archery,Archery,"BUTUZOVA, Natalia",URS,Women,individual FITA round,W,Silver
Moscow,1980,Athletics,Athletics,"KEDIR, Mohammed",ETH,Men,10000m,M,Bronze
Moscow,1980,Athletics,Athletics,"YIFTER, Miruts",ETH,Men,10000m,M,Gold
Moscow,1980,Athletics,Athletics,"MAANINKA, Kaarlo",FIN,Men,10000m,M,Silver
Moscow,1980,Athletics,Athletics,"PETROV, Peter",BUL,Men,100m,M,Bronze
Moscow,1980,Athletics,Athletics,"WELLS, Allan",GBR,Men,100m,M,Gold
Moscow,1980,Athletics,Athletics,"LEONARD SARRIA, Silvio",CUB,Men,100m,M,Silver
Moscow,1980,Athletics,Athletics,"AUERSWALD-LANGE, Ingrid",GDR,Women,100m,W,Bronze
Moscow,1980,Athletics,Athletics,"KONDRATIEVA, Liudmila",URS,Women,100m,W,Gold
Moscow,1980,Athletics,Athletics,"OELSNER-GÖHR, Marlies",GDR,Women,100m,W,Silver
Moscow,1980,Athletics,Athletics,"LANGER, Lucyna",POL,Women,100m hurdles,W,Bronze
Moscow,1980,Athletics,Athletics,"KOMISOVA, Vera",URS,Women,100m hurdles,W,Gold
Moscow,1980,Athletics,Athletics,"SCHALLER-KLIER, Johanna",GDR,Women,100m hurdles,W,Silver
Moscow,1980,Athletics,Athletics,"PUCHKOV, Aleksandr",URS,Men,110m hurdles,M,Bronze
Moscow,1980,Athletics,Athletics,"MUNKELT, Thomas",GDR,Men,110m hurdles,M,Gold
Moscow,1980,Athletics,Athletics,"CASANAS RAMIREZ, Alejandro",CUB,Men,110m hurdles,M,Silver
Moscow,1980,Athletics,Athletics,"OVETT, Steve",GBR,Men,1500m,M,Bronze
Moscow,1980,Athletics,Athletics,"COE, Sebastian",GBR,Men,1500m,M,Gold
Moscow,1980,Athletics,Athletics,"STRAUB, Jürgen",GDR,Men,1500m,M,Silver
Moscow,1980,Athletics,Athletics,"OLIZARENKO, Nadezhda",URS,Women,1500m,W,Bronze
Moscow,1980,Athletics,Athletics,"KAZANKINA, Tatiana",URS,Women,1500m,W,Gold
Moscow,1980,Athletics,Athletics,"STOLL-WARTENBERG, Christiane",GDR,Women,1500m,W,Silver
Moscow,1980,Athletics,Athletics,"QUARRIE, Donald",JAM,Men,200m,M,Bronze
Moscow,1980,Athletics,Athletics,"MENNEA, Pietro",ITA,Men,200m,M,Gold
Moscow,1980,Athletics,Athletics,"WELLS, Allan",GBR,Men,200m,M,Silver
Moscow,1980,Athletics,Athletics,"OTTEY-PAGE, Merlene",JAM,Women,200m,W,Bronze
Moscow,1980,Athletics,Athletics,"ECKERT-WÖCKEL, Bärbel",GDR,Women,200m,W,Gold
Moscow,1980,Athletics,Athletics,"BOCHINA, Natalia",URS,Women,200m,W,Silver
Moscow,1980,Athletics,Athletics,"WIESER, Roland",GDR,Men,20km walk,M,Bronze
Moscow,1980,Athletics,Athletics,"DAMILANO, Maurizio",ITA,Men,20km walk,M,Gold
Moscow,1980,Athletics,Athletics,"POCHINCHUK, Piotr",URS,Men,20km walk,M,Silver
Moscow,1980,Athletics,Athletics,"TURA, Eshetu",ETH,Men,3000m steeplechase,M,Bronze
Moscow,1980,Athletics,Athletics,"MALINOWSKI, Bronislaw",POL,Men,3000m steeplechase,M,Gold
Moscow,1980,Athletics,Athletics,"BAYI, Filbert",TAN,Men,3000m steeplechase,M,Silver
Moscow,1980,Athletics,Athletics,"SCHAFFER, Frank",GDR,Men,400m,M,Bronze
Moscow,1980,Athletics,Athletics,"MARKIN, Viktor",URS,Men,400m,M,Gold
Moscow,1980,Athletics,Athletics,"MITCHELL, Richard",AUS,Men,400m,M,Silver
Moscow,1980,Athletics,Athletics,"BREHMER-LATHAN, Christina",GDR,Women,400m,W,Bronze
Moscow,1980,Athletics,Athletics,"KOCH, Marita",GDR,Women,400m,W,Gold
Moscow,1980,Athletics,Athletics,"KRATOHVILOVA, Jarmila",TCH,Women,400m,W,Silver
Moscow,1980,Athletics,Athletics,"OAKES, Gary",GBR,Men,400m hurdles,M,Bronze
Moscow,1980,Athletics,Athletics,"BECK, Volker",GDR,Men,400m hurdles,M,Gold
Moscow,1980,Athletics,Athletics,"ARKHIPENKO, Vasili",URS,Men,400m hurdles,M,Silver
Moscow,1980,Athletics,Athletics,"BARRE, Pascal",FRA,Men,4x100m relay,M,Bronze
Moscow,1980,Athletics,Athletics,"BARRE, Patrick",FRA,Men,4x100m relay,M,Bronze
Moscow,1980,Athletics,Athletics,"PANZO, Herman",FRA,Men,4x100m relay,M,Bronze
Moscow,1980,Athletics,Athletics,"RICHARD, Antoine",FRA,Men,4x100m relay,M,Bronze
Moscow,1980,Athletics,Athletics,"AKSININ, Aleksandr",URS,Men,4x100m relay,M,Gold
Moscow,1980,Athletics,Athletics,"MURAVYOV, Vladimir",URS,Men,4x100m relay,M,Gold
Moscow,1980,Athletics,Athletics,"PROKOFIEV, Andrei",URS,Men,4x100m relay,M,Gold
Moscow,1980,Athletics,Athletics,"SIDOROV, Nikolai",URS,Men,4x100m relay,M,Gold
Moscow,1980,Athletics,Athletics,"DUNECKI, Leszek",POL,Men,4x100m relay,M,Silver
Moscow,1980,Athletics,Athletics,"LICZNERSKI, Zenon",POL,Men,4x100m relay,M,Silver
Moscow,1980,Athletics,Athletics,"WORONIN, Marian",POL,Men,4x100m relay,M,Silver
Moscow,1980,Athletics,Athletics,"ZWOLINSKI, Krzysztof",POL,Men,4x100m relay,M,Silver
Moscow,1980,Athletics,Athletics,"GODDARD-CALLENDER, Beverley",GBR,Women,4x100m relay,W,Bronze
Moscow,1980,Athletics,Athletics,"HUNTE-OAKES, Heather",GBR,Women,4x100m relay,W,Bronze
Moscow,1980,Athletics,Athletics,"LANNAMAN, Sonia",GBR,Women,4x100m relay,W,Bronze
Moscow,1980,Athletics,Athletics,"SMALLWOOD-COOK, Kathryn",GBR,Women,4x100m relay,W,Bronze
Moscow,1980,Athletics,Athletics,"AUERSWALD-LANGE, Ingrid",GDR,Women,4x100m relay,W,Gold
Moscow,1980,Athletics,Athletics,"ECKERT-WÖCKEL, Bärbel",GDR,Women,4x100m relay,W,Gold
Moscow,1980,Athletics,Athletics,"MÜLLER, Romy",GDR,Women,4x100m relay,W,Gold
Moscow,1980,Athletics,Athletics,"OELSNER-GÖHR, Marlies",GDR,Women,4x100m relay,W,Gold
Moscow,1980,Athletics,Athletics,"ANISIMOVA, Vera",URS,Women,4x100m relay,W,Silver
Moscow,1980,Athletics,Athletics,"BOCHINA, Natalia",URS,Women,4x100m relay,W,Silver
Moscow,1980,Athletics,Athletics,"KOMISOVA, Vera",URS,Women,4x100m relay,W,Silver
Moscow,1980,Athletics,Athletics,"ZHARKOVA-MASLAKOVA, Liudmila",URS,Women,4x100m relay,W,Silver
Moscow,1980,Athletics,Athletics,"MALINVERNI, Stefano",ITA,Men,4x400m relay,M,Bronze
Moscow,1980,Athletics,Athletics,"MENNEA, Pietro",ITA,Men,4x400m relay,M,Bronze
Moscow,1980,Athletics,Athletics,"TOZZI, Roberto",ITA,Men,4x400m relay,M,Bronze
Moscow,1980,Athletics,Athletics,"ZULIANI, Mauro",ITA,Men,4x400m relay,M,Bronze
Moscow,1980,Athletics,Athletics,"CHERNETSKI, Nikolai",URS,Men,4x400m relay,M,Gold
Moscow,1980,Athletics,Athletics,"LINGE, Mikhail",URS,Men,4x400m relay,M,Gold
Moscow,1980,Athletics,Athletics,"MARKIN, Viktor",URS,Men,4x400m relay,M,Gold
Moscow,1980,Athletics,Athletics,"VALIULIS, Remigius",URS,Men,4x400m relay,M,Gold
Moscow,1980,Athletics,Athletics,"BECK, Volker",GDR,Men,4x400m relay,M,Silver
Moscow,1980,Athletics,Athletics,"KNEBEL, Andreas",GDR,Men,4x400m relay,M,Silver
Moscow,1980,Athletics,Athletics,"SCHAFFER, Frank",GDR,Men,4x400m relay,M,Silver
Moscow,1980,Athletics,Athletics,"THIELE, Klaus",GDR,Men,4x400m relay,M,Silver
Moscow,1980,Athletics,Athletics,"HOYTE-SMITH, Joslyn",GBR,Women,4x400m relay,W,Bronze
Moscow,1980,Athletics,Athletics,"MACDONALD, Linsey",GBR,Women,4x400m relay,W,Bronze
Moscow,1980,Athletics,Athletics,"MACGREGOR, Janine",GBR,Women,4x400m relay,W,Bronze
Moscow,1980,Athletics,Athletics,"PROBERT-SCUTT, Michelle",GBR,Women,4x400m relay,W,Bronze
Moscow,1980,Athletics,Athletics,"GOISHCHIK, Tatiana",URS,Women,4x400m relay,W,Gold
Moscow,1980,Athletics,Athletics,"NAZAROVA, Irina",URS,Women,4x400m relay,W,Gold
Moscow,1980,Athletics,Athletics,"PROROCHENKO, Tatiana",URS,Women,4x400m relay,W,Gold
Moscow,1980,Athletics,Athletics,"ZIUSKOVA, Nina",URS,Women,4x400m relay,W,Gold
Moscow,1980,Athletics,Athletics,"BREHMER-LATHAN, Christina",GDR,Women,4x400m relay,W,Silver
Moscow,1980,Athletics,Athletics,"KOCH, Marita",GDR,Women,4x400m relay,W,Silver
Moscow,1980,Athletics,Athletics,"KRUG, Barbara",GDR,Women,4x400m relay,W,Silver
Moscow,1980,Athletics,Athletics,"LÖWE, Gabriele",GDR,Women,4x400m relay,W,Silver
Moscow,1980,Athletics,Athletics,"MAANINKA, Kaarlo",FIN,Men,5000m,M,Bronze
Moscow,1980,Athletics,Athletics,"YIFTER, Miruts",ETH,Men,5000m,M,Gold
Moscow,1980,Athletics,Athletics,"NYAMBUI, Suleiman",TAN,Men,5000m,M,Silver
Moscow,1980,Athletics,Athletics,"IVCHENKO, Evgeni",URS,Men,50km walk,M,Bronze
Moscow,1980,Athletics,Athletics,"GAUDER, Hartwig",GDR,Men,50km walk,M,Gold
Moscow,1980,Athletics,Athletics,"LLOPART RIBAS, Jorge",ESP,Men,50km walk,M,Silver
Moscow,1980,Athletics,Athletics,"KIROV, Nikolai",URS,Men,800m,M,Bronze
Moscow,1980,Athletics,Athletics,"OVETT, Steve",GBR,Men,800m,M,Gold
Moscow,1980,Athletics,Athletics,"COE, Sebastian",GBR,Men,800m,M,Silver
Moscow,1980,Athletics,Athletics,"PROVIDOKHINA, Tatiana",URS,Women,800m,W,Bronze
Moscow,1980,Athletics,Athletics,"OLIZARENKO, Nadezhda",URS,Women,800m,W,Gold
Moscow,1980,Athletics,Athletics,"MINEEVA, Olga",URS,Women,800m,W,Silver
Moscow,1980,Athletics,Athletics,"ZHELANOV, Sergei",URS,Men,decathlon,M,Bronze
Moscow,1980,Athletics,Athletics,"THOMPSON, Daley",GBR,Men,decathlon,M,Gold
Moscow,1980,Athletics,Athletics,"KUTSENKO, Yuri",URS,Men,decathlon,M,Silver
Moscow,1980,Athletics,Athletics,"DELIS, Luis",CUB,Men,discus throw,M,Bronze
Moscow,1980,Athletics,Athletics,"RASHCHUPKIN, Viktor",URS,Men,discus throw,M,Gold
Moscow,1980,Athletics,Athletics,"BUGAR, Imrich",TCH,Men,discus throw,M,Silver
Moscow,1980,Athletics,Athletics,"LESOVAIA, Tatiana",URS,Women,discus throw,W,Bronze
Moscow,1980,Athletics,Athletics,"SCHLAAK-JAHL, Evelin",GDR,Women,discus throw,W,Gold
Moscow,1980,Athletics,Athletics,"VERGOVA-PETKOVA, Maria",BUL,Women,discus throw,W,Silver
Moscow,1980,Athletics,Athletics,"TAMM, Yuri",URS,Men,hammer throw,M,Bronze
Moscow,1980,Athletics,Athletics,"SEDYKH, Yuri",URS,Men,hammer throw,M,Gold
Moscow,1980,Athletics,Athletics,"LITVINOV, Sergei",URS,Men,hammer throw,M,Silver
Moscow,1980,Athletics,Athletics,"FREIMUTH, Jörg",GDR,Men,high jump,M,Bronze
Moscow,1980,Athletics,Athletics,"WESSIG, Gerd",GDR,Men,high jump,M,Gold
Moscow,1980,Athletics,Athletics,"WSZOLA, Jacek",POL,Men,high jump,M,Silver
Moscow,1980,Athletics,Athletics,"KIRST, Jutta",GDR,Women,high jump,W,Bronze
Moscow,1980,Athletics,Athletics,"SIMEONI, Sara",ITA,Women,high jump,W,Gold
Moscow,1980,Athletics,Athletics,"KIELAN, Urszula",POL,Women,high jump,W,Silver
Moscow,1980,Athletics,Athletics,"HANISCH, Wolfgang",GDR,Men,javelin throw,M,Bronze
Moscow,1980,Athletics,Athletics,"KULA, Dainis",URS,Men,javelin throw,M,Gold
Moscow,1980,Athletics,Athletics,"MAKAROV, Aleksandr",URS,Men,javelin throw,M,Silver
Moscow,1980,Athletics,Athletics,"HOMMOLA, Ute",GDR,Women,javelin throw,W,Bronze
Moscow,1980,Athletics,Athletics,"COLON, Maria",CUB,Women,javelin throw,W,Gold
Moscow,1980,Athletics,Athletics,"GUNBA, Saida",URS,Women,javelin throw,W,Silver
Moscow,1980,Athletics,Athletics,"PODLUZHNYI, Valeri",URS,Men,long jump,M,Bronze
Moscow,1980,Athletics,Athletics,"DOMBROWSKI, Lutz",GDR,Men,long jump,M,Gold
Moscow,1980,Athletics,Athletics,"PASCHEK, Frank",GDR,Men,long jump,M,Silver
Moscow,1980,Athletics,Athletics,"SKACHKO, Tatiana",URS,Women,long jump,W,Bronze
